0x4e [(18, 14, 2), (24, 20, 4), (30, 26, 6)]
0x4f [(16, 6, 4), (24, 10, 8), (30, 14, 12)]
0x50 [(2, 4, 16), (4, 8, 22), (6, 12, 28)]
0x51 [(14, 10, 2), (20, 16, 6), (24, 22, 12)]
0x52 [(18, 0, 2), (24, 4, 10), (30, 10, 16)]
0x53 [(14, 10, 2), (21, 16, 8), (24, 22, 12)]
0x54 [(14, 0, 14), (22, 0, 24), (30, 6, 30)]
0x55 [(8, 0, 0), (16, 2, 4), (26, 4, 6)]
0x56 [(10, 0, 0), (16, 0, 2), (24, 0, 4)]
0x57 [(12, 12, 16), (18, 18, 22), (24, 24, 28)]
0x58 [(8, 10, 16), (14, 16, 22), (18, 20, 26)]
0x59 [(0, 0, 14), (4, 6, 24), (8, 10, 30)]
0x5a [(20, 16, 2), (24, 21, 0), (30, 30, 6)]
0x5b [(2, 14, 18), (8, 20, 24), (14, 26, 30)]
0x5c [(0, 6, 16), (2, 12, 22), (8, 18, 28)]
0x5d [(14, 10, 4), (20, 16, 6), (24, 22, 12)]
0x5e [(2, 0, 18), (8, 4, 24), (14, 10, 30)]
0x5f [(0, 12, 0), (0, 18, 0), (0, 28, 0)]
0x60 [(4, 2, 13), (8, 6, 18), (14, 12, 24)]
0x61 [(8, 14, 18), (14, 20, 24), (20, 26, 30)]
0x62 [(2, 2, 2), (4, 4, 4), (6, 6, 6)]
0x63 [(14, 2, 2), (22, 6, 6), (26, 10, 10)]
0x64 [(12, 0, 0), (18, 0, 0), (26, 0, 0)]
0x65 [(8, 0, 4), (16, 0, 8), (22, 0, 12)]
0x66 [(8, 0, 5), (16, 0, 8), (22, 0, 12)]
0x67 [(8, 12, 0), (16, 22, 0), (22, 31, 0)]
0x68 [(8, 5, 14), (12, 4, 24), (16, 6, 30)]
0x69 [(6, 10, 8), (8, 14, 12), (14, 20, 18)]
0x6a [(8, 8, 10), (12, 12, 14), (16, 16, 18)]
0x6b [(8, 12, 14), (12, 16, 18), (18, 22, 24)]
0x6c [(8, 0, 0), (12, 0, 0), (16, 0, 0)]
0x6d [(16, 12, 0), (22, 18, 4), (30, 26, 8)]
0x6e [(10, 0, 0), (16, 3, 0), (26, 6, 0)]
0x6f [(16, 2, 0), (22, 6, 0), (26, 10, 0)]
0x70 [(10, 0, 0), (16, 0, 0), (22, 0, 0)]
0x71 [(8, 0, 0), (14, 0, 0), (22, 0, 0)]
0x72 [(2, 2, 2), (4, 5, 5), (8, 8, 8)]
0x73 [(0, 0, 12), (4, 4, 20), (8, 8, 26)]
0x74 [(0, 0, 14), (2, 4, 24), (4, 8, 30)]
0x75 [(6, 2, 18), (10, 6, 24), (16, 10, 30)]
0x76 [(12, 2, 8), (20, 6, 15), (27, 10, 22)]
0x77 [(14, 14, 14), (18, 18, 18), (24, 24, 24)]
0x78 [(2, 2, 4), (6, 6, 8), (10, 10, 12)]
0x79 [(10, 10, 12), (18, 18, 20), (24, 24, 26)]
0x7a [(6, 0, 18), (12, 6, 24), (18, 12, 30)]
0x7b [(12, 0, 2), (20, 2, 4), (28, 4, 6)]
0x7c [(14, 10, 4), (18, 14, 8), (24, 20, 12)]
0x7d [(12, 12, 15), (16, 16, 18), (22, 22, 24)]
0x7e [(16, 6, 16), (22, 10, 22), (26, 14, 26)]
0x7f [(2, 6, 16), (6, 10, 20), (10, 14, 24)]
0x80 [(8, 14, 4), (14, 20, 6), (20, 26, 12)]
0x81 [(16, 8, 12), (22, 12, 16), (28, 16, 20)]
0x82 [(4, 4, 6), (8, 8, 10), (12, 12, 14)]
0x83 [(14, 14, 0), (24, 24, 0), (30, 30, 0)]
0x84 [(6, 6, 6), (10, 10, 10), (14, 14, 14)]
0x85 [(12, 12, 12), (18, 18, 18), (24, 24, 24)]
0x86 [(14, 0, 0), (20, 2, 2), (26, 4, 4)]
0x87 [(6, 16, 2), (12, 22, 4), (18, 30, 8)]
0x88 [(10, 16, 0), (18, 22, 0), (26, 30, 0)]
0x89 [(2, 8, 18), (8, 14, 24), (14, 20, 30)]
0x8a [(6, 8, 8), (10, 12, 12), (16, 18, 18)]
0x8b [(0, 2, 16), (2, 4, 24), (6, 8, 30)]
0x8c [(0, 0, 6), (0, 0, 10), (0, 4, 14)]
0x8d [(12, 2, 0), (18, 4, 0), (26, 6, 0)]
0x8e [(18, 4, 0), (24, 10, 0), (30, 16, 0)]
0x8f [(0, 4, 16), (4, 8, 22), (8, 12, 30)]
0x90 [(8, 8, 8), (0, 16, 9), (0, 24, 11)]
0x91 [(10, 8, 10), (14, 12, 14), (18, 16, 18)]
0x92 [(2, 6, 16), (6, 10, 22), (12, 16, 28)]
0x93 [(12, 4, 0), (20, 8, 0), (28, 12, 0)]
0x94 [(8, 2, 16), (14, 6, 22), (18, 10, 26)]
0x95 [(8, 0, 0), (16, 0, 0), (22, 0, 0)]
0x96 [(12, 0, 2), (18, 0, 4), (28, 0, 8)]
0x97 [(12, 0, 0), (18, 0, 0), (26, 2, 2)]
0x98 [(12, 0, 2), (18, 2, 6), (24, 6, 10)]
0x99 [(12, 12, 14), (16, 16, 18), (20, 20, 22)]
0x9a [(16, 10, 0), (22, 14, 2), (28, 20, 4)]
0x9b [(2, 2, 2), (5, 5, 5), (7, 8, 8)]
0x9c [(2, 2, 2), (5, 5, 5), (8, 8, 8)]
0x9d [(16, 16, 16), (22, 22, 22), (28, 28, 28)]
0x9e [(2, 2, 14), (6, 6, 24), (10, 10, 30)]
0x9f [(12, 0, 2), (22, 2, 6), (30, 6, 10)]
0xa0 [(8, 8, 12), (12, 12, 16), (16, 16, 20)]
0xa1 [(8, 0, 0), (16, 0, 0), (24, 2, 4)]
0xa2 [(6, 10, 18), (12, 16, 24), (18, 22, 30)]
0xa3 [(1, 1, 2), (4, 4, 5), (6, 6, 7)]
0xa4 [(4, 4, 4), (5, 5, 5), (8, 8, 8)]
0xa5 [(6, 0, 18), (12, 0, 24), (18, 4, 30)]
0xa6 [(14, 0, 2), (20, 4, 6), (28, 8, 10)]
0xa7 [(8, 4, 14), (12, 6, 24), (16, 10, 30)]
0xa8 [(8, 4, 14), (12, 6, 24), (25, 10, 21)]
0xa9 [(0, 8, 14), (0, 12, 24), (6, 16, 30)]
0xaa [(18, 6, 0), (24, 10, 0), (30, 16, 6)]
0xab [(0, 2, 2), (5, 5, 5), (8, 8, 8)]
0xac [(0, 2, 18), (2, 6, 24), (6, 10, 30)]
0xad [(0, 4, 18), (5, 5, 25), (0, 13, 31)]
0xae [(8, 6, 18), (12, 10, 22), (16, 14, 28)]
0xaf [(0, 0, 14), (2, 2, 24), (8, 8, 30)]
0xb0 [(11, 2, 5), (16, 0, 3), (22, 4, 3)]
0xb1 [(16, 2, 0), (22, 6, 0), (28, 12, 0)]
0xb2 [(12, 0, 0), (18, 0, 0), (26, 0, 2)]
0xb3 [(2, 6, 18), (6, 10, 24), (10, 14, 30)]
0xb4 [(16, 4, 2), (25, 7, 2), (30, 16, 0)]
0xb5 [(12, 0, 0), (18, 0, 4), (26, 4, 10)]
0xb6 [(0, 0, 18), (0, 4, 24), (6, 10, 30)]
0xb7 [(0, 16, 16), (0, 23, 23), (0, 31, 31)]
0xb8 [(4, 0, 10), (8, 4, 16), (12, 8, 22)]
0xb9 [(12, 9, 0), (20, 16, 6), (26, 24, 12)]
0xba [(14, 0, 0), (20, 2, 6), (28, 6, 8)]
0xbb [(7, 0, 18), (10, 4, 24), (14, 8, 30)]
0xbc [(0, 0, 18), (6, 4, 24), (10, 8, 30)]
0xbd [(8, 0, 0), (16, 0, 0), (22, 0, 0)]
0xbe [(8, 0, 0), (16, 0, 0), (24, 0, 0)]
0xbf [(0, 4, 18), (6, 10, 24), (12, 16, 30)]
0xc0 [(8, 0, 0), (14, 0, 0), (22, 0, 0)]
0xc1 [(8, 0, 18), (14, 0, 25), (20, 0, 31)]
0xc2 [(0, 10, 6), (0, 16, 9), (0, 24, 11)]
0xc3 [(0, 11, 9), (0, 14, 12), (0, 20, 18)]
0xc4 [(18, 14, 0), (24, 20, 0), (30, 26, 0)]
0xc5 [(0, 0, 14), (2, 2, 22), (6, 6, 30)]
0xc6 [(2, 0, 18), (8, 6, 24), (12, 10, 30)]
0xc7 [(8, 0, 1), (16, 0, 0), (24, 2, 2)]
0xc8 [(14, 0, 0), (20, 0, 8), (28, 4, 12)]
0xc9 [(18, 4, 2), (24, 8, 4), (30, 12, 6)]
0xca [(0, 0, 14), (0, 0, 24), (0, 0, 30)]
0xcb [(18, 4, 14), (24, 8, 20), (30, 12, 26)]
0xcc [(6, 2, 18), (12, 6, 24), (18, 10, 30)]
0xcd [(14, 14, 0), (24, 24, 0), (30, 30, 0)]
0xce [(8, 0, 0), (14, 0, 0), (24, 2, 2)]
0xcf [(8, 0, 0), (16, 0, 0), (24, 2, 2)]
0xd0 [(18, 0, 0), (24, 6, 0), (30, 10, 0)]
0xd1 [(16, 12, 2), (24, 20, 4), (30, 26, 8)]
0xd2 [(10, 0, 0), (16, 0, 0), (24, 2, 2)]
0xd3 [(0, 0, 14), (4, 4, 24), (8, 8, 30)]
0xd4 [(12, 0, 0), (16, 0, 0), (24, 2, 2)]
0xd5 [(0, 0, 10), (0, 0, 18), (6, 6, 24)]
0xd6 [(0, 5, 15), (0, 9, 24), (0, 15, 28)]
0xd7 [(8, 0, 0), (17, 0, 0), (24, 2, 2)]
0xd8 [(2, 8, 18), (6, 14, 24), (10, 20, 30)]
0xd9 [(0, 14, 0), (0, 20, 0), (0, 28, 0)]
0xda [(10, 0, 0), (18, 0, 0), (26, 4, 4)]
0xdb [(0, 2, 17), (2, 4, 22), (6, 8, 30)]
0xdc [(0, 11, 2), (0, 16, 6), (0, 22, 10)]
0xdd [(12, 0, 4), (20, 3, 8), (26, 6, 12)]
0xde [(10, 6, 4), (14, 8, 4), (20, 12, 8)]
0xdf [(16, 12, 2), (22, 18, 4), (28, 24, 8)]
0xe0 [(0, 0, 10), (0, 3, 16), (6, 8, 22)]
0xe1 [(2, 2, 2), (4, 4, 4), (6, 6, 6)]
0xe2 [(12, 6, 4), (19, 11, 9), (28, 18, 12)]
0xe3 [(6, 2, 16), (10, 6, 22), (14, 10, 28)]
0xe4 [(18, 14, 2), (24, 20, 6), (30, 26, 10)]
0xe5 [(16, 12, 4), (22, 18, 10), (28, 24, 14)]
0xe6 [(12, 6, 4), (19, 11, 9), (20, 14, 12)]
0xe7 [(12, 6, 4), (18, 10, 8), (22, 14, 10)]
0xe8 [(2, 2, 2), (6, 6, 6), (8, 8, 8)]
0xe9 [(6, 6, 6), (10, 10, 10), (14, 14, 14)]
0xea [(8, 0, 20), (12, 6, 24), (18, 12, 30)]
0xeb [(14, 0, 2), (20, 2, 6), (28, 4, 10)]
0xec [(10, 0, 2), (16, 2, 4), (22, 2, 6)]
0xed [(2, 2, 6), (6, 6, 10), (8, 8, 14)]
0xee [(8, 8, 9), (12, 13, 12), (15, 17, 16)]
0xef [(8, 10, 10), (12, 14, 14), (18, 20, 20)]
0xf0 [(2, 6, 0), (8, 12, 6), (11, 16, 10)]
0xf1 [(4, 3, 5), (5, 5, 5), (8, 8, 8)]
0xf2 [(8, 8, 8), (12, 12, 12), (18, 18, 18)]
0xf3 [(5, 3, 2), (8, 6, 4), (15, 11, 7)]
0xf4 [(2, 2, 2), (6, 6, 6), (14, 14, 14)]
0xf5 [(2, 4, 6), (6, 8, 10), (10, 12, 16)]
0xf6 [(12, 6, 4), (16, 10, 8), (22, 14, 10)]
0xf7 [(6, 2, 0), (10, 6, 4), (14, 10, 8)]
0xf8 [(10, 0, 0), (16, 0, 0), (24, 4, 4)]
0xf9 [(6, 2, 2), (9, 5, 5), (12, 8, 8)]
0xfa [(14, 14, 14), (24, 24, 24), (30, 30, 30)]
0xfb [(18, 8, 0), (24, 14, 4), (30, 20, 8)]
0xfc [(2, 2, 2), (6, 6, 6), (10, 10, 10)]
0xfd [(2, 2, 2), (18, 0, 0), (8, 8, 8)]
0xfe [(8, 0, 20), (14, 3, 26), (18, 6, 30)]
0xff [(0, 11, 2), (0, 15, 5), (0, 22, 10)]

Palette component 2 (3 RGB values)
0x0 [(2, 2, 2), (5, 5, 5), (8, 8, 8)]
0x1 [(16, 16, 16), (22, 22, 22), (28, 28, 28)]
0x2 [(2, 2, 14), (6, 6, 24), (10, 10, 30)]
0x3 [(12, 0, 2), (22, 2, 6), (30, 6, 10)]
0x4 [(8, 8, 12), (12, 12, 16), (16, 16, 20)]
0x5 [(8, 0, 0), (16, 0, 0), (24, 2, 4)]
0x6 [(6, 10, 18), (12, 16, 24), (18, 22, 30)]
0x7 [(1, 1, 2), (4, 4, 5), (6, 6, 7)]
0x8 [(4, 4, 4), (5, 5, 5), (8, 8, 8)]
0x9 [(6, 0, 18), (12, 0, 24), (18, 4, 30)]
0xa [(14, 0, 2), (20, 4, 6), (28, 8, 10)]
0xb [(8, 4, 14), (12, 6, 24), (16, 10, 30)]
0xc [(8, 4, 14), (12, 6, 24), (25, 10, 21)]
0xd [(0, 8, 14), (0, 12, 24), (6, 16, 30)]
0xe [(18, 6, 0), (24, 10, 0), (30, 16, 6)]
0xf [(0, 2, 2), (5, 5, 5), (8, 8, 8)]
0x10 [(0, 2, 18), (2, 6, 24), (6, 10, 30)]
0x11 [(0, 4, 18), (5, 5, 25), (0, 13, 31)]
0x12 [(8, 6, 18), (12, 10, 22), (16, 14, 28)]
0x13 [(0, 0, 14), (2, 2, 24), (8, 8, 30)]
0x14 [(11, 2, 5), (16, 0, 3), (22, 4, 3)]
0x15 [(16, 2, 0), (22, 6, 0), (28, 12, 0)]
0x16 [(12, 0, 0), (18, 0, 0), (26, 0, 2)]
0x17 [(2, 6, 18), (6, 10, 24), (10, 14, 30)]
0x18 [(16, 4, 2), (25, 7, 2), (30, 16, 0)]
0x19 [(12, 0, 0), (18, 0, 4), (26, 4, 10)]
0x1a [(0, 0, 18), (0, 4, 24), (6, 10, 30)]
0x1b [(0, 16, 16), (0, 23, 23), (0, 31, 31)]
0x1c [(4, 0, 10), (8, 4, 16), (12, 8, 22)]
0x1d [(12, 9, 0), (20, 16, 6), (26, 24, 12)]
0x1e [(14, 0, 0), (20, 2, 6), (28, 6, 8)]
0x1f [(7, 0, 18), (10, 4, 24), (14, 8, 30)]
0x20 [(0, 0, 18), (6, 4, 24), (10, 8, 30)]
0x21 [(8, 0, 0), (16, 0, 0), (22, 0, 0)]
0x22 [(8, 0, 0), (16, 0, 0), (24, 0, 0)]
0x23 [(0, 4, 18), (6, 10, 24), (12, 16, 30)]
0x24 [(8, 0, 0), (14, 0, 0), (22, 0, 0)]
0x25 [(8, 0, 18), (14, 0, 25), (20, 0, 31)]
0x26 [(0, 10, 6), (0, 16, 9), (0, 24, 11)]
0x27 [(0, 11, 9), (0, 14, 12), (0, 20, 18)]
0x28 [(18, 14, 0), (24, 20, 0), (30, 26, 0)]
0x29 [(0, 0, 14), (2, 2, 22), (6, 6, 30)]
0x2a [(2, 0, 18), (8, 6, 24), (12, 10, 30)]
0x2b [(8, 0, 1), (16, 0, 0), (24, 2, 2)]
0x2c [(14, 0, 0), (20, 0, 8), (28, 4, 12)]
0x2d [(18, 4, 2), (24, 8, 4), (30, 12, 6)]
0x2e [(0, 0, 14), (0, 0, 24), (0, 0, 30)]
0x2f [(18, 4, 14), (24, 8, 20), (30, 12, 26)]
0x30 [(6, 2, 18), (12, 6, 24), (18, 10, 30)]
0x31 [(14, 14, 0), (24, 24, 0), (30, 30, 0)]
0x32 [(8, 0, 0), (14, 0, 0), (24, 2, 2)]
0x33 [(8, 0, 0), (16, 0, 0), (24, 2, 2)]
0x34 [(18, 0, 0), (24, 6, 0), (30, 10, 0)]
0x35 [(16, 12, 2), (24, 20, 4), (30, 26, 8)]
0x36 [(10, 0, 0), (16, 0, 0), (24, 2, 2)]
0x37 [(0, 0, 14), (4, 4, 24), (8, 8, 30)]
0x38 [(12, 0, 0), (16, 0, 0), (24, 2, 2)]
0x39 [(0, 0, 10), (0, 0, 18), (6, 6, 24)]
0x3a [(0, 5, 15), (0, 9, 24), (0, 15, 28)]
0x3b [(8, 0, 0), (17, 0, 0), (24, 2, 2)]
0x3c [(2, 8, 18), (6, 14, 24), (10, 20, 30)]
0x3d [(0, 14, 0), (0, 20, 0), (0, 28, 0)]
0x3e [(10, 0, 0), (18, 0, 0), (26, 4, 4)]
0x3f [(0, 2, 17), (2, 4, 22), (6, 8, 30)]
0x40 [(0, 11, 2), (0, 16, 6), (0, 22, 10)]
0x41 [(12, 0, 4), (20, 3, 8), (26, 6, 12)]
0x42 [(10, 6, 4), (14, 8, 4), (20, 12, 8)]
0x43 [(16, 12, 2), (22, 18, 4), (28, 24, 8)]
0x44 [(0, 0, 10), (0, 3, 16), (6, 8, 22)]
0x45 [(2, 2, 2), (4, 4, 4), (6, 6, 6)]
0x46 [(12, 6, 4), (19, 11, 9), (28, 18, 12)]
0x47 [(6, 2, 16), (10, 6, 22), (14, 10, 28)]
0x48 [(18, 14, 2), (24, 20, 6), (30, 26, 10)]
0x49 [(16, 12, 4), (22, 18, 10), (28, 24, 14)]
0x4a [(12, 6, 4), (19, 11, 9), (20, 14, 12)]
0x4b [(12, 6, 4), (18, 10, 8), (22, 14, 10)]
0x4c [(2, 2, 2), (6, 6, 6), (8, 8, 8)]
0x4d [(6, 6, 6), (10, 10, 10), (14, 14, 14)]
0x4e [(8, 0, 20), (12, 6, 24), (18, 12, 30)]
0x4f [(14, 0, 2), (20, 2, 6), (28, 4, 10)]
0x50 [(10, 0, 2), (16, 2, 4), (22, 2, 6)]
0x51 [(2, 2, 6), (6, 6, 10), (8, 8, 14)]
0x52 [(8, 8, 9), (12, 13, 12), (15, 17, 16)]
0x53 [(8, 10, 10), (12, 14, 14), (18, 20, 20)]
0x54 [(2, 6, 0), (8, 12, 6), (11, 16, 10)]
0x55 [(4, 3, 5), (5, 5, 5), (8, 8, 8)]
0x56 [(8, 8, 8), (12, 12, 12), (18, 18, 18)]
0x57 [(5, 3, 2), (8, 6, 4), (15, 11, 7)]
0x58 [(2, 2, 2), (6, 6, 6), (14, 14, 14)]
0x59 [(2, 4, 6), (6, 8, 10), (10, 12, 16)]
0x5a [(12, 6, 4), (16, 10, 8), (22, 14, 10)]
0x5b [(6, 2, 0), (10, 6, 4), (14, 10, 8)]
0x5c [(10, 0, 0), (16, 0, 0), (24, 4, 4)]
0x5d [(6, 2, 2), (9, 5, 5), (12, 8, 8)]
0x5e [(14, 14, 14), (24, 24, 24), (30, 30, 30)]
0x5f [(18, 8, 0), (24, 14, 4), (30, 20, 8)]
0x60 [(2, 2, 2), (6, 6, 6), (10, 10, 10)]
0x61 [(2, 2, 2), (18, 0, 0), (8, 8, 8)]
0x62 [(8, 0, 20), (14, 3, 26), (18, 6, 30)]
0x63 [(0, 11, 2), (0, 15, 5), (0, 22, 10)]
0x64 [(10, 0, 0), (16, 0, 0), (24, 0, 0)]
0x65 [(10, 0, 0), (16, 2, 4), (26, 4, 6)]
0x66 [(10, 0, 0), (16, 0, 5), (24, 0, 8)]
0x67 [(14, 10, 0), (24, 16, 0), (30, 22, 0)]
0x68 [(8, 4, 2), (12, 8, 6), (18, 12, 10)]
0x69 [(4, 8, 18), (10, 14, 24), (16, 20, 31)]
0x6a [(0, 11, 14), (0, 16, 24), (0, 22, 31)]
0x6b [(14, 10, 2), (20, 16, 6), (24, 22, 12)]
0x6c [(18, 12, 0), (24, 18, 4), (30, 24, 8)]
0x6d [(8, 0, 0), (16, 2, 4), (26, 4, 6)]
0x6e [(18, 14, 2), (24, 20, 4), (30, 26, 6)]
0x6f [(14, 14, 18), (18, 18, 22), (24, 24, 28)]
0x70 [(8, 8, 12), (14, 14, 18), (20, 20, 24)]
0x71 [(14, 0, 0), (24, 0, 0), (30, 0, 0)]
0x72 [(0, 0, 16), (4, 4, 24), (8, 8, 30)]
0x73 [(4, 2, 8), (8, 6, 14), (12, 10, 18)]
0x74 [(6, 4, 2), (10, 6, 4), (14, 8, 4)]
0x75 [(0, 0, 14), (4, 6, 24), (8, 10, 30)]
0x76 [(0, 0, 13), (4, 4, 19), (10, 6, 25)]
0x77 [(14, 0, 0), (20, 0, 0), (28, 0, 2)]
0x78 [(4, 10, 18), (6, 16, 24), (12, 22, 30)]
0x79 [(14, 0, 0), (20, 2, 4), (26, 6, 8)]
0x7a [(8, 0, 0), (12, 0, 0), (16, 0, 0)]
0x7b [(2, 0, 18), (8, 4, 24), (14, 10, 30)]
0x7c [(0, 11, 0), (4, 16, 0), (13, 23, 0)]
0x7d [(14, 0, 0), (22, 0, 0), (28, 0, 0)]
0x7e [(16, 0, 2), (22, 2, 4), (30, 4, 6)]
0x7f [(8, 0, 0), (16, 0, 0), (23, 0, 0)]
0x80 [(18, 12, 0), (24, 18, 4), (30, 24, 10)]
0x81 [(18, 14, 0), (24, 20, 4), (30, 26, 8)]
0x82 [(8, 12, 0), (16, 22, 0), (22, 31, 0)]
0x83 [(16, 2, 0), (22, 4, 0), (30, 8, 0)]
0x84 [(8, 0, 4), (16, 0, 8), (22, 0, 12)]
0x85 [(2, 2, 2), (4, 5, 5), (8, 8, 8)]
0x86 [(10, 0, 0), (16, 0, 0), (22, 0, 0)]
0x87 [(0, 2, 14), (0, 6, 24), (0, 12, 30)]
0x88 [(0, 0, 12), (4, 4, 18), (10, 10, 24)]
0x89 [(18, 2, 4), (24, 8, 10), (30, 12, 14)]
0x8a [(7, 3, 1), (11, 5, 3), (16, 9, 5)]
0x8b [(12, 0, 2), (20, 2, 4), (26, 4, 6)]
0x8c [(7, 7, 10), (11, 11, 14), (14, 14, 18)]
0x8d [(12, 0, 2), (20, 2, 4), (28, 4, 6)]
0x8e [(12, 2, 8), (20, 6, 15), (27, 10, 22)]
0x8f [(14, 14, 14), (18, 18, 18), (24, 24, 24)]
0x90 [(12, 0, 2), (18, 2, 4), (26, 4, 8)]
0x91 [(2, 2, 4), (6, 6, 8), (10, 10, 12)]
0x92 [(8, 8, 10), (12, 12, 14), (16, 16, 18)]
0x93 [(10, 10, 12), (18, 18, 20), (24, 24, 26)]
0x94 [(10, 0, 0), (16, 2, 2), (22, 4, 4)]
0x95 [(0, 0, 10), (4, 4, 16), (8, 8, 22)]
0x96 [(10, 10, 10), (14, 14, 14), (19, 18, 18)]
0x97 [(6, 0, 18), (12, 6, 24), (18, 12, 30)]
0x98 [(0, 14, 0), (0, 22, 0), (0, 30, 0)]
0x99 [(14, 10, 4), (18, 14, 8), (24, 20, 12)]
0x9a [(12, 12, 15), (16, 16, 18), (22, 22, 24)]
0x9b [(16, 6, 16), (22, 10, 22), (26, 14, 26)]
0x9c [(2, 6, 16), (6, 10, 20), (10, 14, 24)]
0x9d [(8, 14, 4), (14, 20, 6), (20, 26, 12)]
0x9e [(16, 8, 12), (22, 12, 16), (28, 16, 20)]
0x9f [(12, 4, 16), (16, 8, 22), (22, 12, 28)]
0xa0 [(14, 14, 16), (20, 20, 22), (26, 26, 28)]
0xa1 [(4, 4, 6), (8, 8, 10), (12, 12, 14)]
0xa2 [(0, 0, 14), (4, 4, 20), (8, 8, 26)]
0xa3 [(10, 16, 0), (18, 22, 0), (26, 30, 0)]
0xa4 [(0, 6, 16), (2, 12, 22), (8, 18, 28)]
0xa5 [(8, 2, 16), (12, 4, 22), (16, 6, 30)]
0xa6 [(12, 0, 0), (16, 2, 0), (24, 4, 0)]
0xa7 [(2, 8, 18), (8, 14, 24), (14, 20, 30)]
0xa8 [(14, 0, 2), (22, 2, 4), (30, 4, 6)]
0xa9 [(0, 0, 6), (0, 0, 10), (0, 4, 14)]
0xaa [(12, 0, 0), (18, 0, 0), (26, 0, 0)]
0xab [(18, 4, 0), (24, 10, 0), (30, 16, 0)]
0xac [(0, 2, 16), (2, 4, 24), (4, 8, 30)]
0xad [(13, 0, 4), (20, 2, 8), (26, 6, 14)]
0xae [(0, 0, 0), (5, 5, 5), (8, 8, 8)]
0xaf [(10, 10, 10), (16, 16, 16), (22, 22, 22)]
0xb0 [(0, 0, 16), (4, 4, 22), (8, 8, 30)]
0xb1 [(16, 4, 0), (24, 8, 2), (28, 12, 4)]
0xb2 [(18, 4, 14), (24, 8, 20), (30, 14, 26)]
0xb3 [(12, 0, 2), (18, 0, 4), (28, 0, 8)]
0xb4 [(2, 6, 16), (6, 10, 22), (12, 16, 28)]
0xb5 [(18, 13, 4), (25, 21, 6), (31, 28, 12)]
0xb6 [(10, 2, 0), (16, 8, 6), (22, 14, 12)]
0xb7 [(0, 2, 6), (2, 4, 10), (4, 8, 14)]
0xb8 [(10, 0, 0), (16, 0, 0), (26, 4, 4)]
0xb9 [(8, 8, 8), (12, 12, 12), (16, 16, 16)]
0xba [(0, 14, 0), (0, 22, 4), (0, 30, 8)]
0xbb [(10, 0, 2), (16, 2, 4), (22, 6, 8)]
0xbc [(2, 4, 14), (6, 8, 20), (10, 14, 26)]
0xbd [(2, 8, 2), (4, 14, 4), (8, 20, 8)]
0xbe [(4, 8, 14), (6, 12, 20), (12, 18, 26)]
0xbf [(10, 10, 12), (14, 14, 16), (22, 22, 24)]
0xc0 [(3, 3, 3), (6, 6, 6), (9, 9, 9)]
0xc1 [(12, 0, 2), (18, 2, 6), (24, 6, 10)]
0xc2 [(2, 4, 8), (4, 6, 12), (6, 8, 16)]
0xc3 [(6, 4, 2), (10, 8, 6), (14, 12, 10)]
0xc4 [(2, 2, 8), (4, 4, 14), (8, 8, 20)]
0xc5 [(14, 12, 16), (18, 16, 20), (22, 20, 24)]
0xc6 [(2, 2, 2), (5, 5, 5), (7, 8, 8)]
0xc7 [(10, 4, 16), (14, 8, 22), (18, 12, 28)]
0xc8 [(16, 6, 16), (20, 10, 20), (24, 14, 24)]
0xc9 [(12, 0, 0), (18, 0, 0), (26, 2, 2)]
0xca [(12, 12, 14), (16, 16, 18), (20, 20, 22)]
0xcb [(12, 12, 12), (18, 18, 18), (24, 24, 24)]
0xcc [(18, 14, 2), (24, 18, 6), (30, 24, 10)]
0xcd [(5, 5, 5), (2, 2, 2), (8, 8, 8)]
0xce [(8, 12, 18), (12, 16, 24), (18, 22, 30)]
0xcf [(12, 12, 16), (18, 18, 22), (24, 24, 28)]
0xd0 [(0, 12, 6), (0, 18, 10), (0, 24, 14)]
0xd1 [(16, 10, 16), (20, 14, 20), (24, 18, 24)]
0xd2 [(2, 2, 2), (5, 5, 5), (8, 8, 8)]
0xd3 [(16, 16, 16), (22, 22, 22), (28, 28, 28)]
0xd4 [(2, 2, 14), (6, 6, 24), (10, 10, 30)]
0xd5 [(0, 2, 18), (0, 8, 24), (4, 14, 30)]
0xd6 [(18, 18, 18), (24, 24, 24), (28, 28, 28)]
0xd7 [(16, 4, 2), (25, 7, 2), (30, 16, 0)]
0xd8 [(12, 0, 2), (22, 2, 6), (30, 6, 10)]
0xd9 [(8, 8, 12), (12, 12, 16), (16, 16, 20)]
0xda [(8, 0, 0), (16, 0, 0), (24, 2, 4)]
0xdb [(6, 10, 18), (12, 16, 24), (18, 22, 30)]
0xdc [(1, 1, 2), (4, 4, 5), (6, 6, 7)]
0xdd [(14, 12, 0), (24, 20, 0), (30, 26, 6)]
0xde [(4, 4, 4), (5, 5, 5), (8, 8, 8)]
0xdf [(0, 4, 15), (4, 8, 22), (8, 12, 26)]
0xe0 [(0, 14, 0), (0, 22, 0), (0, 30, 0)]
0xe1 [(0, 8, 14), (0, 12, 24), (0, 16, 30)]
0xe2 [(0, 0, 8), (4, 4, 16), (6, 6, 22)]
0xe3 [(14, 4, 16), (22, 8, 24), (28, 12, 30)]
0xe4 [(6, 0, 18), (12, 0, 24), (18, 4, 30)]
0xe5 [(14, 0, 2), (20, 4, 6), (28, 8, 10)]
0xe6 [(8, 4, 14), (12, 6, 24), (16, 10, 30)]
